data,R,sd,lo,hi,regione
2020-11-18,1.0351406228843398,0.019380734606138157,0.9886029595227598,1.0812799937310527,Veneto
2020-11-19,1.0379991733740224,0.01935332128655035,0.9927660919745455,1.085396600491207,Veneto
2020-11-20,1.061120854378176,0.019909945125247536,1.013554525172713,1.1073662564229714,Veneto
2020-11-21,1.0123123612430351,0.019245166841257568,0.9666863131505109,1.0574995505903269,Veneto
2020-11-22,0.9945995630375558,0.019040248218131054,0.9504508567252966,1.039202836067617,Veneto
2020-11-23,1.004811979772253,0.018321449513180963,0.9619659924307228,1.0475194267827386,Veneto
2020-11-24,1.0020101720236567,0.018121486885333948,0.961589042323106,1.045628690777768,Veneto
2020-11-25,0.999996827651951,0.018370269824235164,0.9590099988136738,1.0410130954427737,Veneto
2020-11-26,0.9857967323610317,0.018376944054181304,0.9462490771413304,1.0264383131938313,Veneto
2020-11-27,0.962859672108391,0.017860475880369372,0.924364282676753,1.0048381239584383,Veneto
2020-11-28,0.9838145308797809,0.018151753533123396,0.9423184088906099,1.02524588609615,Veneto
2020-11-29,0.9940669320495019,0.018874107213131073,0.9498503011764928,1.0378150437207259,Veneto
2020-11-30,0.9792461322624659,0.01919621936301652,0.9335103400434115,1.0251631367933005,Veneto
2020-12-01,0.9992506861208191,0.019498049167495663,0.9520064311169562,1.0469532837385531,Veneto
2020-12-02,1.0083151684307972,0.019760023010562455,0.9613398389124261,1.0573712725518423,Veneto
2020-12-03,1.0483247461152752,0.02046206735228665,0.9986609203021021,1.1000310166739093,Veneto
2020-12-04,1.0730097199497775,0.020387527577828985,1.0229068001451547,1.1235566947276996,Veneto
2020-12-05,1.096086181139128,0.02052018951491063,1.0451496914393688,1.1460486285899285,Veneto
2020-12-06,1.071930789913115,0.020054021273083995,1.0224359983143645,1.1213117249561222,Veneto
2020-12-07,1.0913756770991245,0.019739249873757993,1.043187450558643,1.1396696174462113,Veneto
2020-12-08,1.087054521240153,0.01924614086216475,1.03996369718097,1.1329052353979028,Veneto
2020-12-09,1.1420965962417895,0.019287689474965748,1.0953935311727654,1.1880301973511378,Veneto
2020-12-10,1.154870115689915,0.018794285025407788,1.1090088266968767,1.1987208752806702,Veneto
2020-12-11,1.1528374775352146,0.01910998476990747,1.1070992509227897,1.1969892973369933,Veneto
2020-12-12,1.142682796814977,0.018794339275199225,1.0996683942664445,1.1866398710897816,Veneto
2020-12-13,1.1858034052883195,0.018946809859656705,1.1429910693517595,1.2300691896275016,Veneto
2020-12-14,1.1662122407719429,0.018909718661620094,1.1232773500920248,1.210431522601528,Veneto
2020-12-15,1.1546602648570337,0.01931483935179008,1.111939127094564,1.2018057197388947,Veneto
2020-12-16,1.0750779354609818,0.018350158352546754,1.0336386455435347,1.1197994693056859,Veneto
2020-12-17,1.0496338198407698,0.018179250032541675,1.007334147546884,1.0936896281094879,Veneto
2020-12-18,1.0330403173396872,0.017589501779513166,0.9905810642043286,1.074976681877045,Veneto
